Tanggal,DKI Jakarta,Pasar Glodok,Pasar Senen Blok III - VI,Pasar Minggu,Pasar Kramat Jati,Pasar Sunter Podomoro
21-Des-22,14511,15000,14500,15000,14000,14000
22-Des-22,14543,15000,14500,15000,14000,14000
23-Des-22,14532,15000,14500,15000,14000,14000
24-Des-22,14521,15000,14500,15000,14000,14000
25-Des-22,14532,15000,14500,15000,14000,14000
26-Des-22,14511,15000,14500,15000,14000,14000
27-Des-22,14532,15000,14500,15000,14000,14000
28-Des-22,14532,15000,14500,15000,14000,14000
29-Des-22,14511,14000,14500,15000,14000,14000
30-Des-22,14511,14000,14500,15000,14000,14000
31-Des-22,14543,14000,14000,15000,14000,14000
1-Jan-23,14574,14000,14500,15000,14000,14000
2-Jan-23,14511,14000,14500,15000,14000,14000
3-Jan-23,14489,14000,14500,15000,14000,14000
4-Jan-23,14500,14000,14500,15000,14000,14000
5-Jan-23,14479,14000,14500,15000,14000,14000
6-Jan-23,14489,14000,14500,15000,14000,14000
7-Jan-23,14479,14000,14500,15000,14000,14000
8-Jan-23,14500,14000,14500,15000,14000,14000
9-Jan-23,14489,14000,14500,15000,14000,14000
10-Jan-23,14532,15000,14500,15000,14000,14000
11-Jan-23,14543,15000,14500,15000,14000,14000
12-Jan-23,14511,15000,14500,15000,14000,14000
13-Jan-23,14532,15000,14500,15000,14000,14000
14-Jan-23,14511,15000,14500,15000,14000,14000
15-Jan-23,14532,15000,14500,15000,14000,14000
16-Jan-23,14500,15000,14500,15000,14000,14000
17-Jan-23,14596,15000,14500,15000,14000,14000
18-Jan-23,14532,15000,14500,15000,14000,14000
19-Jan-23,14511,15000,14500,15000,14000,14000
20-Jan-23,14532,15000,14500,15000,14000,14000
21-Jan-23,14521,15000,14500,15000,14000,14000
22-Jan-23,14532,15000,14500,15000,14000,14000
23-Jan-23,14511,15000,14500,15000,14000,14000
24-Jan-23,14511,15000,14500,15000,14000,14000
25-Jan-23,14532,15000,14500,15000,14000,14000
26-Jan-23,14521,15000,14500,15000,14000,14000
27-Jan-23,14521,15000,14500,15000,14000,14000
28-Jan-23,14543,15000,14500,15000,14000,14000
29-Jan-23,14500,15000,14500,15000,14000,14000
30-Jan-23,14500,15000,14500,15000,14000,14000
31-Jan-23,14500,15000,14500,15000,14000,14000
1-Feb-23,14500,15000,14500,15000,14000,14000
2-Feb-23,14500,15000,14500,15000,14000,14000
3-Feb-23,14543,15000,14500,15000,14000,14000
4-Feb-23,14543,15000,14500,15000,14000,14000
5-Feb-23,14543,15000,14500,15000,14000,14000
6-Feb-23,14521,15000,14500,15000,14000,14000
7-Feb-23,14532,15000,14500,15000,14000,14000
8-Feb-23,14532,15000,14500,15000,14000,14000
9-Feb-23,14532,15000,14500,15000,14000,14000
10-Feb-23,14532,15000,14500,15000,14000,14000
11-Feb-23,14532,15000,14500,15000,14000,14000
12-Feb-23,14532,15000,14500,15000,14000,14000
13-Feb-23,14532,15000,14000,15000,14000,14000
14-Feb-23,14532,15000,14000,15000,14000,14000
15-Feb-23,14553,15000,14000,15000,14000,15000
16-Feb-23,14574,15000,14000,15000,14000,15000
17-Feb-23,14543,15000,14000,15000,14000,15000
18-Feb-23,14553,15000,14000,15000,14000,15000
19-Feb-23,14553,15000,14000,15000,14000,15000
20-Feb-23,14574,15000,14000,15000,14000,15000
21-Feb-23,14564,15000,14000,15000,14000,15000
22-Feb-23,14585,15000,14000,15000,14000,15000
23-Feb-23,14564,15000,14000,15000,14000,14000
24-Feb-23,14553,15000,14000,15000,14000,15000
25-Feb-23,14585,15000,14000,15000,14000,15000
26-Feb-23,14585,15000,14000,15000,14000,15000
27-Feb-23,14564,15000,14000,15000,14000,15000
28-Feb-23,14564,15000,14000,15000,14000,15000
1-Mar-23,14564,15000,14000,15000,14000,15000
2-Mar-23,14553,15000,14000,15000,14000,15000
3-Mar-23,14553,15000,14000,15000,14000,15000
4-Mar-23,14553,15000,14000,15000,14000,14000
5-Mar-23,14574,15000,14000,15000,14000,15000
6-Mar-23,14564,15000,14500,15000,14000,15000
7-Mar-23,14564,15000,14500,15000,14000,15000
8-Mar-23,14553,15000,14500,15000,14000,15000
9-Mar-23,14553,15000,14500,15000,14000,15000
10-Mar-23,14532,15000,14500,15000,14000,15000
11-Mar-23,14553,15000,14500,15000,14000,15000
12-Mar-23,14532,15000,14500,15000,14000,15000
13-Mar-23,14585,15000,14500,15000,14000,15000
14-Mar-23,14553,15000,14500,15000,14000,15000
15-Mar-23,14585,15000,14500,15000,14000,15000
16-Mar-23,14564,15000,14500,15000,14000,15000
17-Mar-23,14574,15000,14500,15000,14000,15000
18-Mar-23,14574,15000,14500,15000,14000,15000
19-Mar-23,14596,15000,14500,15000,14000,15000
20-Mar-23,14617,15000,14500,15000,14000,15000
21-Mar-23,14596,15000,14500,15000,14000,15000
22-Mar-23,14628,15000,14500,15000,14000,15000
23-Mar-23,14628,15000,14500,15000,14000,15000
24-Mar-23,14649,15000,14500,15000,14000,15000
25-Mar-23,14628,15000,14500,15000,14000,15000
26-Mar-23,14641,15000,14500,15000,14000,15000
27-Mar-23,14634,15000,14500,15000,14000,15008
28-Mar-23,14622,15000,14500,15000,14000,15000
29-Mar-23,14726,15000,14500,15000,15000,15000
30-Mar-23,14693,15000,14500,15000,14000,15000
31-Mar-23,14670,15000,14500,15000,14000,15000
1-Apr-23,14693,15000,14500,15000,14000,15000
2-Apr-23,14667,15000,14500,15000,14000,15000
3-Apr-23,14620,15000,14500,15000,14000,15000
4-Apr-23,14633,15000,14500,15000,14000,15000
5-Apr-23,14533,15000,14500,15000,14000,15000
6-Apr-23,14633,15000,14500,15000,14000,15000
7-Apr-23,14640,15000,14500,15000,14000,15000
8-Apr-23,14648,15000,14500,15000,14000,15000
9-Apr-23,14640,15000,14500,15000,14000,15000
10-Apr-23,14511,15000,14500,15000,14000,15000
11-Apr-23,14568,15000,14500,15000,14000,15000
12-Apr-23,14636,15000,14500,15000,14000,15000
13-Apr-23,14633,15000,14500,15000,14000,15000
14-Apr-23,14739,15000,14500,15000,14000,15000
15-Apr-23,14700,15000,14500,15000,14000,15000
16-Apr-23,14900,15000,14500,15000,14000,15000
17-Apr-23,14533,15000,14500,15000,14000,15000
18-Apr-23,14656,15000,14500,15000,14000,15000
19-Apr-23,14670,15000,14500,15000,14000,15000
20-Apr-23,14598,15000,14500,15000,14000,15000
21-Apr-23,14438,15000,14500,15000,14000,15000
22-Apr-23,14500,15000,14500,15000,14000,15000
23-Apr-23,14500,15000,14500,15000,14000,15000
24-Apr-23,14636,15000,14500,15000,14000,15000
25-Apr-23,14620,15000,14500,15000,14000,15000
26-Apr-23,14625,15000,14500,15000,14000,15000
27-Apr-23,14591,15000,14500,15000,14000,15000
28-Apr-23,14630,15000,14500,15000,14000,15000
29-Apr-23,14638,15000,14500,15000,14000,15000
30-Apr-23,14659,15000,14500,15000,15000,15000
1-Mei-23,14379,15000,14500,15000,15000,15000
2-Mei-23,14606,15000,14500,15000,14000,15000
3-Mei-23,14670,15000,14500,15000,15000,15000
4-Mei-23,14638,15000,14500,15000,15000,15000
5-Mei-23,14634,15000,14500,15000,15000,15000
6-Mei-23,14667,15000,14500,15000,15000,15000
7-Mei-23,14644,15000,14500,15000,15000,15000
8-Mei-23,14638,15000,14500,15000,15000,15000
9-Mei-23,14578,15000,14500,15000,15000,15000
10-Mei-23,14587,15000,14500,15000,15000,15000
11-Mei-23,14636,15000,14500,15000,15000,15000
12-Mei-23,14630,15000,14500,15000,15000,15000
13-Mei-23,14580,15000,14500,15000,15000,15000
14-Mei-23,14663,15000,14500,15000,15000,15000
15-Mei-23,14620,15000,14500,15000,15000,15000
16-Mei-23,14638,15000,14500,15000,15000,15000
17-Mei-23,14678,15000,14500,15000,15000,15000
18-Mei-23,14658,15000,14500,15000,15000,15000
19-Mei-23,14707,15000,14500,15000,15000,15000
20-Mei-23,14678,15000,14500,15000,15000,15000
21-Mei-23,14693,15000,14500,15000,15000,15000
22-Mei-23,14678,15000,14500,15000,15000,15000
23-Mei-23,14716,15000,14500,15000,15000,15000
24-Mei-23,14633,15000,14500,15000,15000,15000
25-Mei-23,14644,15000,14500,15000,15000,15000
26-Mei-23,14659,15000,14500,15000,15000,15000
27-Mei-23,14833,15000,14500,15000,15000,15000
28-Mei-23,14675,15000,14500,15000,15000,15000
29-Mei-23,14698,15000,14500,15000,15000,15000
30-Mei-23,14721,15000,14500,15000,15000,15000
31-Mei-23,14674,15000,14500,15000,15000,15000
1-Jun-23,14674,15000,14500,15000,15000,15000
2-Jun-23,14711,16000,14500,15000,15000,15000
3-Jun-23,14733,15000,14500,15000,15000,15000
4-Jun-23,14707,15000,14500,15000,15000,15000
5-Jun-23,14739,15000,14500,15000,15000,15000
6-Jun-23,14693,15000,14500,15000,15000,15000
7-Jun-23,14772,15000,14500,15000,15000,15000
8-Jun-23,14739,15000,14500,15000,15000,15000
9-Jun-23,14784,15000,14500,15000,15000,15000
10-Jun-23,14767,16000,14500,15000,15000,15000
11-Jun-23,14709,15000,14500,15000,15000,15000
12-Jun-23,14713,15000,14500,15000,15000,15000
13-Jun-23,14800,15000,14500,15000,15000,15000
14-Jun-23,14744,15000,14500,15000,15000,15000
15-Jun-23,15122,15000,14500,15000,15000,15000
16-Jun-23,14815,15000,14500,15000,15000,15000
17-Jun-23,14811,15000,14500,15000,15000,15000
18-Jun-23,14761,15000,14500,15000,15000,15000
19-Jun-23,14777,15000,14500,15000,15000,15000
20-Jun-23,14674,15000,14500,15000,15000,15000
21-Jun-23,14783,15000,14500,15000,15000,15000
22-Jun-23,14761,15000,14500,15000,15000,15000
23-Jun-23,14779,15000,14500,15000,15000,15000
24-Jun-23,14817,15000,14500,15000,15000,15000
25-Jun-23,14798,16000,14500,15000,15000,15000
26-Jun-23,14807,16000,14500,15000,15000,15000
27-Jun-23,14814,16000,14500,15000,15000,15000
28-Jun-23,14810,16000,14500,15000,15000,15000
29-Jun-23,14707,16000,14500,15000,15000,15000
30-Jun-23,14721,16000,14500,15000,15000,15000
1-Jul-23,14810,16000,14500,15000,15000,15000
2-Jul-23,14786,16000,14500,15000,15000,15000
3-Jul-23,14779,16000,14500,15000,15000,15000
4-Jul-23,14807,16000,14500,15000,15000,15000
5-Jul-23,14793,16000,14500,15000,15000,15000
6-Jul-23,14826,16000,14500,15000,15000,15000
7-Jul-23,14761,16000,14500,15000,15000,15000
8-Jul-23,14825,16000,14500,15000,15000,15000
9-Jul-23,14830,16000,14500,15000,15000,15000
10-Jul-23,14784,16000,14500,15000,15000,15000
11-Jul-23,14798,16000,14500,15000,15000,15000
12-Jul-23,14784,16000,14500,15000,15000,15000
13-Jul-23,14777,16000,15000,15000,15000,15000
14-Jul-23,15315,16000,15000,15000,15000,15000
15-Jul-23,14807,16000,15000,15000,15000,15000
16-Jul-23,14756,16000,15000,15000,15000,15000
17-Jul-23,14811,16000,15000,15000,15000,15000
18-Jul-23,14844,16000,15000,15000,15000,15000
19-Jul-23,14884,16000,15000,15000,15000,15000
20-Jul-23,14844,16000,15000,15000,15000,15000
21-Jul-23,14837,16000,15000,15000,15000,15000
22-Jul-23,14841,16000,15000,15000,15000,15000
23-Jul-23,14822,16000,15000,15000,15000,15000
24-Jul-23,14804,16000,15000,15000,15000,15000
25-Jul-23,14837,16000,15000,15000,15000,15000
26-Jul-23,14800,16000,15000,15000,15000,15000
27-Jul-23,14814,16000,15000,15000,15000,15000
28-Jul-23,14833,16000,15000,15000,15000,15000
29-Jul-23,14884,16000,15000,15000,15000,15000
30-Jul-23,14884,16000,15000,15000,15000,15000
31-Jul-23,14860,16000,15000,15000,15000,15000
1-Agu-23,14791,16000,15000,15000,15000,15000
2-Agu-23,14844,16000,14500,15000,15000,15000
3-Agu-23,14844,16000,15000,15000,15000,15000
4-Agu-23,14537,16000,15000,15000,15000,15000
5-Agu-23,14844,16000,15000,15000,15000,15000
6-Agu-23,14786,16000,15000,15000,15000,15000
7-Agu-23,14893,16000,15000,15000,15000,15000
8-Agu-23,14864,16000,15000,15000,15000,15000
9-Agu-23,14841,16000,15000,15000,15000,15000
10-Agu-23,14860,16000,15000,15000,15000,15000
11-Agu-23,14860,16000,15000,15000,15000,15000
12-Agu-23,14886,16000,15000,15000,15000,15000
13-Agu-23,14886,16000,15000,15000,15000,15000
14-Agu-23,14784,16000,15000,15000,15000,15000
15-Agu-23,14872,16000,15000,15000,15000,15000
16-Agu-23,14866,16000,15000,15000,15000,15000
17-Agu-23,14863,16000,15000,15000,15000,15000
18-Agu-23,14838,16000,15000,15000,15000,15000
19-Agu-23,14872,16000,15000,15000,15000,15000
20-Agu-23,14864,16000,15000,15000,15000,15000
21-Agu-23,17826,16000,15000,15000,15000,14000
22-Agu-23,15221,16000,15000,15000,15000,14000
23-Agu-23,14888,16000,15000,15000,15000,15000
24-Agu-23,14589,16000,15000,15000,15000,15000
25-Agu-23,14872,16000,15000,15000,15000,15000
26-Agu-23,14774,16000,15000,15000,15000,15000
27-Agu-23,14849,16000,15000,15000,15000,15000
28-Agu-23,14733,16000,15000,15000,15000,15000
29-Agu-23,14784,16000,15000,15000,15000,15000
30-Agu-23,14788,16000,15000,15000,15000,15000
31-Agu-23,14581,16000,15000,15000,15000,15000
1-Sep-23,14845,16000,15000,15000,15000,15000
2-Sep-23,14849,16000,15000,15000,15000,15000
3-Sep-23,14821,16000,15000,15000,15000,15000
4-Sep-23,14875,16000,15000,15000,15000,15000
5-Sep-23,14864,16000,15000,15000,15000,15000
6-Sep-23,14910,16000,15000,15000,15000,15000
7-Sep-23,14920,16000,15000,15000,15000,15000
8-Sep-23,14826,16000,15000,15000,15000,15000
9-Sep-23,14860,16000,15000,15000,15000,15000
10-Sep-23,14860,16000,15000,15000,15000,15000
11-Sep-23,14860,16000,15000,15000,15000,15000
12-Sep-23,14644,16000,15000,15000,15000,15000
13-Sep-23,14886,16000,15000,15000,15000,15000
14-Sep-23,14860,16000,15000,15000,15000,15000
15-Sep-23,14850,16000,15000,15000,15500,15000
16-Sep-23,14907,16000,15000,15000,15500,15000
17-Sep-23,14938,16000,15000,15000,15500,15000
18-Sep-23,14857,16000,15000,15000,15000,15000
19-Sep-23,14870,16000,15000,15000,15500,15000
20-Sep-23,14524,16000,15000,15000,15500,15000
21-Sep-23,14893,16000,15000,15000,15500,15000
22-Sep-23,14898,16000,15000,15000,15500,15000
23-Sep-23,14963,16000,15000,15000,15500,15000
24-Sep-23,14886,16000,15000,15000,15500,15000
25-Sep-23,14898,16000,15000,15000,15500,15000
26-Sep-23,14821,16000,15000,15000,15500,15000
27-Sep-23,14911,16000,15000,15000,15500,15000
28-Sep-23,15000,16000,15000,15000,15500,15000
29-Sep-23,14974,17000,15000,15000,15500,15000
30-Sep-23,14951,17000,15000,15000,15500,15000
1-Okt-23,14780,17000,15000,15000,15500,15000
2-Okt-23,15058,17000,15000,15000,15500,15000
3-Okt-23,15048,17000,15000,15000,15500,15000
4-Okt-23,15035,17000,15000,15000,15500,15000
5-Okt-23,15045,17000,15000,15000,15500,15000
6-Okt-23,15128,17000,15000,15000,15500,15000
7-Okt-23,15095,17000,15000,15000,15500,15000
8-Okt-23,15188,17000,15000,15000,15500,15000
9-Okt-23,15100,17000,15000,15000,15500,15000
10-Okt-23,15125,17000,15000,15000,15500,16000
11-Okt-23,15152,17000,15000,15000,15500,16000
12-Okt-23,15136,17000,15000,15000,15500,16000
13-Okt-23,15183,17000,15000,15000,15500,16000
14-Okt-23,15195,17000,15000,15000,15500,16000
15-Okt-23,15128,17000,15000,15000,15500,16000
16-Okt-23,15156,17000,15000,15000,15500,16000
17-Okt-23,15134,17000,15000,15000,15500,16000
18-Okt-23,15200,17000,15000,15000,15500,15000
19-Okt-23,18488,17000,15000,15000,15500,16000
20-Okt-23,15238,17000,15000,15000,15500,16000
21-Okt-23,15205,17000,15000,15000,16000,16000
22-Okt-23,15244,17000,15000,15000,15500,16000
23-Okt-23,15239,17000,15000,15000,15500,16000
24-Okt-23,15279,17000,15000,15000,15500,16000
25-Okt-23,15182,17000,15000,15000,16000,16000
26-Okt-23,15256,17000,15000,15000,16000,16000
27-Okt-23,15402,17000,15000,15000,16000,16000
28-Okt-23,15357,17000,15000,15000,16000,16000
29-Okt-23,15369,17000,15000,15000,16000,16000
30-Okt-23,15393,17000,15000,15000,16000,15000
31-Okt-23,15419,17000,15000,15000,16000,16000
1-Nov-23,15488,17000,15000,15000,16000,16000
2-Nov-23,15400,17000,15000,15000,16000,16000
3-Nov-23,15407,17000,15000,15000,16000,16000
4-Nov-23,15375,17000,15000,15000,16000,16000
5-Nov-23,15573,17000,15000,15000,16000,16000
6-Nov-23,15500,17000,15000,15000,16000,16000
7-Nov-23,15538,17000,15000,15000,16000,16000
8-Nov-23,15430,17000,15000,15000,16000,16000
9-Nov-23,15384,17000,15000,15000,16000,16000
10-Nov-23,15357,18000,15000,15000,16000,16000
11-Nov-23,15500,18000,17000,15000,16000,16000
12-Nov-23,15500,18000,17000,17000,16000,17000
13-Nov-23,15500,18000,17000,17000,16000,17000
14-Nov-23,15595,18000,17000,17000,16000,17000
15-Nov-23,15558,18000,17000,17000,16000,17000
16-Nov-23,15707,18000,17000,17000,16000,17000
17-Nov-23,15674,18000,17000,17000,16000,17000
18-Nov-23,15762,18000,17000,17000,16000,17000
19-Nov-23,15850,18000,17000,18000,16000,17000
20-Nov-23,15930,18000,17000,18000,16000,17000
21-Nov-23,15977,18000,17000,18000,17000,17000
22-Nov-23,16033,18000,17000,18000,16000,17000
23-Nov-23,16170,18000,17000,18000,16000,17000
24-Nov-23,16060,18000,17000,18000,16000,17000
25-Nov-23,16116,18000,16000,18000,16000,17000
26-Nov-23,16098,18000,16000,18000,16000,17000
27-Nov-23,16151,18000,16000,18000,16000,17000
28-Nov-23,16134,18000,15000,18000,16000,17000
29-Nov-23,16232,18000,15000,18000,16000,17000
30-Nov-23,16131,18000,15000,18000,16000,17000
1-Des-23,16274,18000,16000,18000,16000,17000
2-Des-23,16321,18000,16000,18000,17000,17000
3-Des-23,16275,18000,16000,18000,16000,17000
4-Des-23,16273,18000,16000,18000,16000,17000
5-Des-23,16262,18000,16000,18000,16000,17000
6-Des-23,16295,18000,16000,18000,16000,17000
7-Des-23,16222,18000,16000,18000,16000,17000
8-Des-23,16256,18000,16000,18000,17000,17000
9-Des-23,16307,18000,17000,18000,17000,17000
10-Des-23,15786,18000,17000,18000,17000,
11-Des-23,16298,18000,17000,18000,17000,
12-Des-23,16291,18000,17000,18000,17000,
13-Des-23,16366,18000,17000,18000,17000,
14-Des-23,16442,18000,17000,18000,17000,
15-Des-23,16400,18000,,18000,,
16-Des-23,16329,18000,,18000,,
17-Des-23,16357,18000,,18000,,
18-Des-23,16364,,,,,
19-Des-23,16442,,,,,
20-Des-23,16409,,,,,